Name,date,Open,High,Low,Close,volume
COL,1-6-19,74.79,76.62,74.32,76,2243465
COO,1-6-19,123.85,124.49,121.02,122,901089
COP,1-6-19,70.34,70.8101,70.02,70,4433936
COST,1-6-19,117.49,117.75,115.89,116,2120218
COTY,1-6-19,15.68,15.69,15.05,15,839349
CPB,1-6-19,42.68,42.83,42.24,42,2519168
CRM,1-6-19,55.2,55.24,54.026,54,2558438
CSCO,1-6-19,21.96,22.23,21.93,22,34160810
CSX,1-6-19,28.56,28.74,28.08,28,5073221
CTAS,1-6-19,59.41,59.62,58.89,59,635338
CTL,1-6-19,31.73,31.79,31.53,32,2925125
CTSH,1-6-19,49.335,49.58,48.63,49,4933810
CTXS,1-6-19,62.42,62.7,60.98,61,2062693
CVS,1-6-19,70.75,70.83,69.3,69,6353418
CVX,1-6-19,124.59,124.8,123.52,124,4254928
CXO,1-6-19,102.82,102.82,100.1,100,1158530
C,1-6-19,53.62,54.29,53.43,54,28524005
DAL,1-6-19,29.43,29.8,29.05,29,15782953
DE,1-6-19,91.06,91.2,89.5,90,2914621
DFS,1-6-19,55.12,55.48,54.35,54,2169166
DGX,1-6-19,53.06,53.21,51.9,52,4481345
DG,1-6-19,61.22,61.33,59.57,60,4008031
DHI,1-6-19,21.92,21.93,21.17,21,6655579
DHR,1-6-19,76.95,77.21,75.8505,76,1955888
DISCA,1-6-19,88.96,89,87.18,87,1034213
DISCK,1-6-19,82.2,82.7,80.49,81,286378
DISH,1-6-19,58.07,58.55,57.84,58,2551284
DIS,1-6-19,76.53,76.84,75.49,76,6816693
DLR,1-6-19,50.51,50.64,49.525,50,1147776
DLTR,1-6-19,56.74,57.41,56.55,57,2779981
DOV,1-6-19,95.77,95.81,94.395,95,742644
DPS,1-6-19,47.79,47.93,47.45,48,932903
DRE,1-6-19,15.18,15.25,14.89,15,4387539
DRI,1-6-19,52.57,52.68,51.66,52,2244802
DTE,1-6-19,65.15,65.52,64.96,65,1067645
DUK,1-6-19,68,68.202,67.66,68,2470039
DVA,1-6-19,65.08,65.5975,64.67,65,2101957
DVN,1-6-19,60.5,60.65,60.07,60,2566422
D,1-6-19,63.64,63.81,63.25,64,1889039
EA,1-6-19,22.81,23.03,22.09,23,4300924
EBAY,1-6-19,52.4,52.46,51.21,52,17918646
ECL,1-6-19,101.41,102.68,101.22,102,1657481
ED,1-6-19,53.4,53.54,53.1121,53,2207939
EFX,1-6-19,68.9,68.96,68.19,68,284818
EIX,1-6-19,45.64,45.64,45.35,45,2094339
EL,1-6-19,74.74,74.866,73.87,74,1275407
EMN,1-6-19,80.76,80.94,79.22,80,1291201
EMR,1-6-19,69.78,69.88,68.65,69,2492072
EOG,1-6-19,82.385,82.665,81.1675,82,3649192
EQIX,1-6-19,174,174.79,172.56,174,573046
EQR,1-6-19,52.54,53.19,52.43,53,1561992
EQT,1-6-19,87.81,88.49,86.85,88,1085260
ESRX,1-6-19,70.13,70.22,69.66,70,3579120
ESS,1-6-19,148,149.59,146.73,149,465997
ES,1-6-19,41.64,41.64,41.28,42,2159200
ETFC,1-6-19,20.33,20.565,20.19,20,4826211
ETN,1-6-19,76.19,76.45,75.18,75,2077233
ETR,1-6-19,60.61,60.94,60.4,61,1989859
EW,1-6-19,33.46,33.625,32.915,33,3781696
EXC,1-6-19,26.61,26.855,26.55,27,7421560
EXPD,1-6-19,43.47,43.64,42.81,43,1004509
EXPE,1-6-19,69.13,69.2,67.71,69,1680917
EXR,1-6-19,42.08,42.31,41.8,42,759160
FAST,1-6-19,46.68,46.87,45.57,46,1858928
FBHS,1-6-19,45.46,45.81,44.735,45,813099
FB,1-6-19,54.42,57.26,54.05,57,68974359
FCX,1-6-19,37.07,37.22,36.805,37,9731076
FDX,1-6-19,142.7,143,138.26,139,2995143
FE,1-6-19,32,32.01,31.61,32,3834359
FFIV,1-6-19,89.26,89.65,87.52,88,1797954
FISV,1-6-19,58.12,58.42,57.82,58,1323291
FIS,1-6-19,53.23,53.43,52.7819,53,790694
FITB,1-6-19,21.01,21.33,20.94,21,7209419
FLIR,1-6-19,29.03,29.12,28.86,29,686180
FLR,1-6-19,79.55,79.82,78.29,79,875452
FLS,1-6-19,78.21,78.4899,76.98,77,971502
FL,1-6-19,41.31,41.73,41.18,41,1444406
FMC,1-6-19,74.66,74.66,73.75,74,588313
FOXA,1-6-19,35.31,35.415,34.79,35,10612219
FOX,1-6-19,34.47,34.74,34.26,34,1660910
FRT,1-6-19,103.05,103.5796,102.27,103,698686
FTI,1-6-19,52,52.3,51.52,52,1831726
F,1-6-19,15.72,15.76,15.52,16,42672711
GD,1-6-19,94.95,95.27,94.03,94,1581985
GE,1-6-19,27.66,27.725,27.15,27,29366264
GGP,1-6-19,20.3,20.33,20.14,20,5142392
GILD,1-6-19,74.58,74.69,72.73,73,8351619
GIS,1-6-19,49.38,49.6,49.08,49,3260248
GLW,1-6-19,17.99,18,17.68,18,15343360
GM,1-6-19,39.9,40.585,39.64,40,25066845
GOOGL,1-6-19,557.0615,559.9894,553.7732,559,3538026
GPC,1-6-19,82.58,83.15,82,82,644876
GPN,1-6-19,33.5,33.61,32.635,33,2298184
GPS,1-6-19,39.39,39.625,38.8,39,4514229
GRMN,1-6-19,46.68,47.38,46.33,46,1413400
GS,1-6-19,179.15,181.13,178.88,179,2957222
GT,1-6-19,23.46,23.9549,23.31,24,5430769
GWW,1-6-19,253.69,253.72,249.79,251,323125
HAL,1-6-19,50.81,50.93,49.875,50,8439586
HAS,1-6-19,54.22,54.37,53.647,54,900279
HBAN,1-6-19,9.65,9.8,9.58,10,9729579
HBI,1-6-19,17.4275,17.47,17.285,17,1604188
HCA,1-6-19,48.77,49.67,48.23,49,4756740
HCN,1-6-19,53.29,54.8,53.14,54,3218419
HCP,1-6-19,36.18,37.35,36.16,37,4266293
HD,1-6-19,81.65,81.98,81.1,81,11190715
HES,1-6-19,79.53,80.09,78.99,80,2680797
HIG,1-6-19,35.67,35.81,35.46,36,4297756
HII,1-6-19,89.1,90.6,88.46,90,404683
HOG,1-6-19,69.28,69.75,68.45,69,650637
HOLX,1-6-19,21.89,22.04,21.585,22,3783017
HON,1-6-19,90.95,91.26,90.4,90,1955877
HP,1-6-19,82.57,83.02,81.795,82,969951
HRB,1-6-19,29.3,29.41,28.44,28,4010901
HRL,1-6-19,22.545,22.545,22.305,22,2498908
HRS,1-6-19,69.13,69.75,68.7,69,690372
HSIC,1-6-19,56.975,57.165,56.43,57,730904
HST,1-6-19,19,19.21,18.88,19,5427625
HSY,1-6-19,95.83,96.22,95.18,96,738827
HUM,1-6-19,102.3,102.38,99.96,101,1850295
IBM,1-6-19,187.15,187.355,185.3,186,4068105
ICE,1-6-19,45.38,45.764,45.202,45,3358730
IDXX,1-6-19,53.3,53.465,52.505,53,695634
IFF,1-6-19,86.21,86.5,85.33,85,449102
ILMN,1-6-19,109.19,110.17,107.44,109,1185819
INCY,1-6-19,52.5,54.36,51.38,52,1328090
INTC,1-6-19,25.77,25.79,25.45,25,31831801
INTU,1-6-19,75.8,76,75.47,76,1268747
IPG,1-6-19,17.71,17.71,17.31,17,3587461
IP,1-6-19,48.9,49.15,48.47,48,2280871
IQV,1-6-19,46.46,46.55,45.99,46,240909
IRM,1-6-19,29.54,29.88,29.06,29,1202144
IR,1-6-19,61.62,61.93,60.99,61,1656705
ISRG,1-6-19,124.3199,125.754,123.3432,124,1183680
ITW,1-6-19,83.89,84.03,82.535,83,2225669
IT,1-6-19,70.03,70.63,68.9,69,417590
IVZ,1-6-19,36.59,36.73,36.25,36,3758472
JBHT,1-6-19,77.67,77.93,76.46,77,634134
JCI,1-6-19,42.9319,43.6125,42.6911,43,3714716
JEC,1-6-19,62.6,62.73,61.71,62,1107802
JNJ,1-6-19,91.93,92.75,91.87,92,7467811
JNPR,1-6-19,22.77,22.9,22.61,23,8412791
JPM,1-6-19,59.16,59.465,58.83,59,17562447
JWN,1-6-19,62.25,62.31,61.25,61,1693230
KEY,1-6-19,13.4,13.615,13.4,13,12966157
KIM,1-6-19,19.98,20.05,19.75,20,4520726
KLAC,1-6-19,63.42,63.42,62.23,62,1067619
KMB,1-6-19,104.78,105.31,104.09,104,1579463
KMI,1-6-19,36.06,36.1,35.575,36,3854035
KMX,1-6-19,46.55,46.63,45.56,46,2399414
KORS,1-6-19,82.85,83,81.9,82,1790268
KO,1-6-19,40.48,40.5926,40.16,40,11041224
KR,1-6-19,19.62,19.675,19.365,19,8044102
KSS,1-6-19,56.91,56.99,55.95,56,2412809
KSU,1-6-19,119.93,120.21,115.68,116,1203921
K,1-6-19,60.79,60.79,59.88,60,1992949
LB,1-6-19,61.84,62,61.06,61,1239500
LEG,1-6-19,30.65,30.7,30.17,30,1113234
LEN,1-6-19,38.3039,38.6765,37.3333,37,4958797
LH,1-6-19,91.15,91.41,89.97,90,928527
LKQ,1-6-19,32.31,32.44,31.64,32,1304915
LLL,1-6-19,105.66,106.11,105.01,106,564432
LLY,1-6-19,51.18,51.94,51.17,52,7903665
LMT,1-6-19,147.3,148.0899,146.1,146,1134990
LNC,1-6-19,51.01,51.47,50.69,51,1832584
LNT,1-6-19,25.095,25.29,25,25,1692696
LOW,1-6-19,48.97,49.1,48.04,48,4923053
LRCX,1-6-19,53.8,53.9,53.08,53,1121624
LUK,1-6-19,28.42,28.48,27.92,28,901016
LUV,1-6-19,19.48,19.6345,19.07,19,8125418
LYB,1-6-19,79.06,79.06,77.71,78,3119456
L,1-6-19,47.49,47.53,47.13,47,536414
MAA,1-6-19,61.8,62.18,61.41,62,497415
MAC,1-6-19,58.9,59.025,58.39,59,1063019
MAR,1-6-19,48.83,48.9,48.25,48,2163041
MAS,1-6-19,23.25,23.36,22.69,23,3480985
MAT,1-6-19,46.79,47.07,46.505,47,3569607
MA,1-6-19,83.196,83.388,82.466,83,7022770
MCD,1-6-19,96.62,96.62,95.52,96,5028393
MCHP,1-6-19,44.51,44.69,44.33,44,1362707
MCK,1-6-19,166.11,166.538,159.91,160,2023912
MCO,1-6-19,78.12,78.74,77.43,78,823423
MDLZ,1-6-19,34.85,34.94,34.38,35,7416765
MDT,1-6-19,59.15,59.77,58.9,59,10544159
MET,1-6-19,53.49,54.02,53.25,54,5739324
MGM,1-6-19,23.86,24.1,23.38,23,15380593
MHK,1-6-19,149.87,150.05,146.8,147,470527
MKC,1-6-19,68.77,68.94,68.04,68,412245
MLM,1-6-19,100.22,100.22,98.63,99,285366
MMC,1-6-19,48.06,48.13,47.5225,48,1254838
MMM,1-6-19,138.75,139.29,137.48,138,2712055
MNST,1-6-19,22.49,22.5816,22.15,22,6559083
MON,1-6-19,116.82,117.43,115.37,116,2210754
MOS,1-6-19,47.1,47.18,46.47,47,2203765
MO,1-6-19,37.77,37.82,37.19,37,10721660
MPC,1-6-19,44.28,45.005,44.065,44,4191576
MRK,1-6-19,49.81,50.14,49.51,50,9931555
MRO,1-6-19,34.62,34.78,34.4,34,4352107
MSFT,1-6-19,36.85,36.89,36.11,36,43615035
MSI,1-6-19,66.47,66.67,65.91,66,1032999
MS,1-6-19,31.75,31.93,31.48,32,9031669
MTB,1-6-19,115.49,116.3,114.81,115,877714
MTD,1-6-19,243.17,244.78,241.15,242,183567
MU,1-6-19,20.97,20.97,20.635,21,38119884
MYL,1-6-19,42.83,43.23,41.97,42,5120615
M,1-6-19,53.77,53.86,53.04,53,2891514
NBL,1-6-19,66.18,66.2,65.18,66,1555386
NCLH,1-6-19,34.51,34.82,33.93,34,377931
NDAQ,1-6-19,39.69,40.05,39.5,40,1524984
NEE,1-6-19,84.43,84.64,84,84,1690975
NEM,1-6-19,24.25,24.54,24,24,9288957
NFLX,1-6-19,51.8899,52.0442,50.4757,51,15503915
NFX,1-6-19,24.4,24.41,23.73,24,2467066
NI,1-6-19,32.49,33.305,32.39,33,3988241
NKE,1-6-19,39.235,39.3,38.7025,39,6045824
NLSN,1-6-19,45.59,45.6,45.07,45,1477465
NOC,1-6-19,114.01,115.09,113.43,114,1277242
NOV,1-6-19,80.31,80.32,79,79,3605777
NRG,1-6-19,28.79,29.3,28.66,29,3808033
NSC,1-6-19,91.49,92.14,89.95,90,1690194
NTAP,1-6-19,40.52,40.61,40.06,40,2703165
NTRS,1-6-19,61.47,61.79,60.58,61,1518545
NUE,1-6-19,52.92,53,52.2,53,1459607
NVDA,1-6-19,15.83,16,15.68,16,10237417
NWL,1-6-19,32.54,32.54,31.765,32,2833124
NWSA,1-6-19,17.88,17.96,17.48,18,3388296
NWS,1-6-19,17.82,17.87,17.43,18,620049
OKE,1-6-19,61.55,62.15,61.51,62,1406054
OMC,1-6-19,72.6,72.9,71.76,72,1646250
ORCL,1-6-19,37.64,37.8,37.415,37,15329991
ORLY,1-6-19,129.5,130.69,129.03,130,778962
OXY,1-6-19,93.86,94.11,93.2,94,3202335
O,1-6-19,37.97,38.0495,37.61,38,1896609
PAYX,1-6-19,45.25,45.66,44.63,45,1839936
PBCT,1-6-19,15.06,15.15,15.02,15,3755171
PCAR,1-6-19,59.67,60.17,58.91,59,3502134
PCG,1-6-19,39.71,39.87,39.54,40,2588721
PCLN,1-6-19,1132.28,1144.44,1113.01,1140,656702
PDCO,1-6-19,41.29,41.3,40.76,41,866865
PEG,1-6-19,31.51,31.65,31.4475,32,4652710
PEP,1-6-19,82.2,82.61,82.08,82,3888671
PFE,1-6-19,30.77,30.95,30.53,31,23963087
PFG,1-6-19,49.09,49.295,48.67,49,1104121
PGR,1-6-19,26.42,26.43,25.98,26,3472950
PG,1-6-19,80.61,80.98,80.3,81,7209873
PHM,1-6-19,20.14,20.255,19.71,20,6602103
PH,1-6-19,127.77,128.16,125.84,126,945298
PKG,1-6-19,63.2,63.5,62.25,62,838779
PKI,1-6-19,41.8,42.271,41.63,42,1242223
PLD,1-6-19,37.62,37.74,37.15,37,3030580
PM,1-6-19,85.55,85.57,84.55,85,5323966
PNC,1-6-19,77.29,77.94,76.85,77,2966276
PNR,1-6-19,77.04,77.218,76.11,76,1358438
PNW,1-6-19,52.15,52.18,51.89,52,993279
PPG,1-6-19,94.815,94.995,93.465,94,1564888
PPL,1-6-19,29.8,29.875,29.64,30,4406021
PRGO,1-6-19,154.89,155.27,152.43,153,1029774
PRU,1-6-19,90.42,90.98,90.05,91,2166502
PSA,1-6-19,150.7,151,149.11,150,398122
PSX,1-6-19,76.51,77.49,76.4,77,2819578
PVH,1-6-19,137.6,137.99,135.17,135,834637
PWR,1-6-19,31.42,31.56,30.9325,31,1270626
PXD,1-6-19,175.94,175.99,172.7,174,1358170
PX,1-6-19,130,130.15,129.22,129,1160085
QCOM,1-6-19,73.08,73.2,72.55,73,7696670
RCL,1-6-19,47.04,47.14,46.11,46,1519900
REGN,1-6-19,270.91,273.81,266.5,269,760198
REG,1-6-19,46.82,47.21,46.55,47,543746
RE,1-6-19,151.91,152.7999,150.03,151,396885
RF,1-6-19,10.03,10.185,10.015,10,26432970
RHI,1-6-19,41.88,41.88,40.92,41,1069710
RHT,1-6-19,56.18,56.709,55.93,56,2028196
RJF,1-6-19,52.4,52.75,52.12,52,1266866
RL,1-6-19,177.53,177.53,174.5,175,637674
RMD,1-6-19,46.4,46.73,46.2101,46,1176999
ROK,1-6-19,118.2,118.74,116.12,117,662286
ROP,1-6-19,139.17,139.31,137.27,138,396250
ROST,1-6-19,37.19,37.6,37.08,37,1986890
RRC,1-6-19,81.06,81.36,80.06,81,1730264
RSG,1-6-19,33.08,33.11,32.78,33,2232935
RTN,1-6-19,89.24,89.82,89,89,1574151
SBAC,1-6-19,88.24,88.25,87.29,88,761494
SBUX,1-6-19,38.45,38.675,38.005,38,10604900
SCG,1-6-19,45.96,46.0688,45.64,46,877009
SCHW,1-6-19,26,26.14,25.75,26,4293271
SEE,1-6-19,33.91,34.13,33.54,34,1505166
SHW,1-6-19,183.27,184.61,182.28,183,584144
SIG,1-6-19,79.37,80.18,78.79,79,1024152
SJM,1-6-19,101.97,101.99,100.61,101,776228
SLB,1-6-19,88.88,88.92,87.3,88,6380231
SLG,1-6-19,92.92,93.32,92.14,92,717112
SNA,1-6-19,109.07,109.57,107.27,108,151299
SNI,1-6-19,85.42,85.58,84.43,85,418096
SNPS,1-6-19,40.58,40.79,40.16,40,749691
SO,1-6-19,40.55,40.685,40.28,40,4526962
SPGI,1-6-19,77.8,77.94,77.09,77,919556
SPG,1-6-19,154.03,155.41,153.785,155,1470921
SRCL,1-6-19,115.12,115.53,114.2772,115,394682
SRE,1-6-19,87.03,89.24,86.73,89,1614008
STI,1-6-19,36.83,37.28,36.8,37,3394869
STT,1-6-19,74.99,76.24,74.53,75,2520841
STX,1-6-19,56.74,57.57,56.55,57,3258094
STZ,1-6-19,69.59,69.72,68.54,69,1401588
SWKS,1-6-19,27.87,27.926,27.35,28,2180925
SWK,1-6-19,80.75,80.85,79.55,80,1124161
SYK,1-6-19,75.48,75.6,74.92,75,2301772
SYMC,1-6-19,23.18,23.21,22.975,23,5085303
SYY,1-6-19,36.22,36.28,35.88,36,5345990
TAP,1-6-19,55.15,55.2,54.57,55,886351
TDG,1-6-19,160.63,161.885,159.99,160,186856
TEL,1-6-19,54.7,54.81,54.16,54,1670429
TGT,1-6-19,63.68,63.69,62.67,63,4609885
TIF,1-6-19,92.47,92.889,91.51,92,801025
TJX,1-6-19,63.82,64.02,62.865,63,3138566
TMK,1-6-19,51.8934,51.96,51.3534,52,716798
TMO,1-6-19,110.57,111.2,109.63,110,1891530
TPR,1-6-19,56.41,56.64,55.8,56,2268114
TRIP,1-6-19,80.82,81.09,79.35,80,1631076
TROW,1-6-19,83.67,83.97,82.87,83,848395
TRV,1-6-19,89.72,89.9,88.77,89,1763642
TSCO,1-6-19,77,77.3874,75.35,75,675571
TSN,1-6-19,33.65,33.73,33.18,33,3024483
TSS,1-6-19,32.94,32.99,32.68,33,900093
TWX,1-6-19,68.91,68.98,67.71,68,3579315
TXN,1-6-19,43.25,43.28,42.845,43,4446263
TXT,1-6-19,36.5,36.78,36.16,36,3898798
T,1-6-19,35.01,35.05,34.8,35,20791757
UAA,1-6-19,21.84,21.925,21.6225,22,2345880
UAL,1-6-19,40.11,40.5,39.14,39,4640020
UDR,1-6-19,23.75,23.88,23.57,24,1665920
UHS,1-6-19,81.64,81.94,79.65,81,603909
ULTA,1-6-19,95.03,95.65,92.51,93,1182032
UNH,1-6-19,75.42,75.42,74.12,74,3425634
UNM,1-6-19,34.49,34.55,34.13,34,1026837
UNP,1-6-19,83.585,83.805,82.485,83,3741440
UPS,1-6-19,103.53,103.674,101.23,102,3884851
URI,1-6-19,77.18,78.37,77.05,77,1253586
USB,1-6-19,40.58,40.84,40.5,41,8097509
UTX,1-6-19,113.38,113.84,112.16,113,2956905
VAR,1-6-19,77.8,78.43,77.53,78,1038976
VFC,1-6-19,62.22,62.42,61.41,62,2184625
VIAB,1-6-19,87.13,87.16,85.41,86,2331050
VLO,1-6-19,49.56,50.45,49.48,50,6317331
VMC,1-6-19,58.76,58.8,57.55,58,615494
VNO,1-6-19,89.74,89.88,88.84,89,708041
VRSK,1-6-19,65.1,65.43,63.63,64,889135
VRSN,1-6-19,60,60.12,59.29,59,1144495
VRTX,1-6-19,74.92,75.9381,74.11,76,1701749
VTR,1-6-19,57.67,58.66,57.134,58,2546754
VZ,1-6-19,48.77,49.07,48.2023,49,16067411
V,1-6-19,55.295,55.5775,54.8975,55,8579560
WAT,1-6-19,98.37,98.87,98.05,98,550964
WBA,1-6-19,57.16,57.93,56.71,57,5842866
WDC,1-6-19,83.47,84.13,82.8,83,1889020
WEC,1-6-19,40.51,40.61,40.165,40,2144693
WFC,1-6-19,45.53,45.81,45.36,45,18521241
WHR,1-6-19,157.37,157.7,154.37,154,594894
WMB,1-6-19,38.25,38.49,37.945,38,6996308
WMT,1-6-19,78.86,78.91,77.79,78,7281948
WM,1-6-19,44.38,44.39,43.71,44,1907241
WU,1-6-19,16.99,17.14,16.92,17,5361624
WYNN,1-6-19,198.29,198.84,195.2,196,1289126
WYN,1-6-19,72.92,73.32,72.4,72,1081682
WY,1-6-19,31.41,31.43,30.8,31,3340883
XEC,1-6-19,101.45,101.53,98.42,99,1168724
XEL,1-6-19,27.56,27.62,27.27,27,3382267
XLNX,1-6-19,45.78,45.84,45.27,45,1970805
XL,1-6-19,30.84,31.02,30.34,30,3095252
XOM,1-6-19,99.94,100.14,98.8864,100,11849986
XRAY,1-6-19,48.32,48.44,47.74,48,986675
XRX,1-6-19,48.16,48.56,47.92,48,3726690
XYL,1-6-19,34.64,34.89,34.33,34,849360
YUM,1-6-19,75.52,76.14,75.29,76,2940835
ZBH,1-6-19,93.79,94,92.93,93,1414955
ZION,1-6-19,29.95,30.13,29.58,30,1988180
ZTS,1-6-19,32.3,32.73,31.85,32,2763350
AAL,1-7-19,27.2,27.3997,26.67,27,11288775
AAPL,1-7-19,77.7599,77.9942,76.8464,77,79432766
AAP,1-7-19,111.98,113.4,111.63,113,922829
ABBV,1-7-19,50.84,51.21,50.3,50,9719873
ABC,1-7-19,69.82,70.92,69.82,70,1531604
ABT,1-7-19,39.23,39.345,38.74,39,8329434
ACN,1-7-19,80.84,81.94,80.66,82,3368387
ADBE,1-7-19,58.26,59.05,58.06,59,2963608
ADI,1-7-19,49.49,49.78,49.34,50,1338520
ADM,1-7-19,43.37,43.37,42.41,43,4529507
ADP,1-7-19,79.98,81.02,79.89,81,1376249
ADSK,1-7-19,48.89,50.104,48.63,50,2002471
ADS,1-7-19,254.99,255.27,251.669,255,1290279
AEE,1-7-19,35.81,36.25,35.81,36,1653721
AEP,1-7-19,46.12,46.49,46.06,46,1789552
AES,1-7-19,14.36,14.8,14.36,15,10596937
AET,1-7-19,67.7,68.58,67.7,68,1869524
AFL,1-7-19,65.03,65.53,64.866,65,1913102
AGN,1-7-19,169.56,172.49,169.19,170,1188998
AIG,1-7-19,50.67,51.37,50.61,51,9061225
AIV,1-7-19,26,26.1,25.84,26,856180
AIZ,1-7-19,66.23,67.35,66.13,67,486380
AJG,1-7-19,46.69,47.4,46.69,47,1152069
AKAM,1-7-19,46.25,47.14,46.01,47,1480028
ALB,1-7-19,63.53,63.96,62.9,64,662702
ALGN,1-7-19,60.67,62.44,60.5,61,2170447
ALK,1-7-19,37.2,37.41,36.725,37,1223636
ALLE,1-7-19,42.16,43.98,42.16,44,1371252
ALL,1-7-19,53.35,53.48,53.14,53,1882573
ALXN,1-7-19,130.51,133.42,128.51,133,1456186
AMAT,1-7-19,17.37,17.43,17.255,17,8133172
AMD,1-7-19,4.19,4.25,4.11,4,42963496
AME,1-7-19,52,52.5,51.78,52,1032019
AMGN,1-7-19,113.5,116.79,113.27,116,3635257
AMG,1-7-19,215,219.3899,214.29,216,205693
AMP,1-7-19,113.82,115.11,113.63,115,1571531
AMT,1-7-19,80.07,81.39,80.04,81,2570510
AMZN,1-7-19,395.04,398.47,394.29,398,1916684
ANDV,1-7-19,57.89,58.51,56.31,58,3785180
ANSS,1-7-19,85.51,85.95,85.23,86,313822
ANTM,1-7-19,89.67,91.49,89.42,91,1832006
AON,1-7-19,82.34,82.66,82.105,82,1474197
AOS,1-7-19,26.755,26.77,26.325,26,1572142
APA,1-7-19,86.42,87.91,86.13,88,2812787
APC,1-7-19,78.85,79.92,78.17,80,4125065
APD,1-7-19,112.2,112.2,110,110,1292088
APH,1-7-19,43.81,44.18,43.67,44,610274
ARE,1-7-19,64.23,64.77,63.75,64,310620
ARNC,1-7-19,31.65,31.8,31.26,32,5881730
ATVI,1-7-19,18.2,18.37,18.0075,18,5114435
AVB,1-7-19,121.55,122.13,120.325,121,984244
AVGO,1-7-19,52.82,53.06,52.49,53,1335857
AVY,1-7-19,49.51,49.78,49.34,50,1210236
AWK,1-7-19,41.38,41.75,41.37,42,769919
AXP,1-7-19,90.17,90.7,89.01,89,4039511
AYI,1-7-19,106.91,109.695,106.61,109,286308
AZO,1-7-19,479.22,486.4,478.515,484,417279
A,1-7-19,56.95,57.63,56.93,57,1463208
BAC,1-7-19,16.77,16.79,16.45,17,112141137
BAX,1-7-19,69.21,69.98,68.917,70,3543542
BA,1-7-19,138.58,141.1,138.5,141,4242072
BBT,1-7-19,37.72,38.065,37.72,38,7039571
BBY,1-7-19,39.15,39.69,37.78,38,7854354
BDX,1-7-19,110.28,111.45,110.28,111,1214211
BEN,1-7-19,57.54,57.83,56.97,57,2258868
BF.B,1-7-19,37.235,37.52,37.1018,37,897608
BIIB,1-7-19,275.83,277.17,273.45,274,819051
BK,1-7-19,35.1,35.17,34.33,35,6967526
BLK,1-7-19,314.12,319.63,314.12,317,422686
BLL,1-7-19,25.785,26.06,25.785,26,1309630
BMY,1-7-19,52.6,53.46,52.5,53,8966522
BRK.B,1-7-19,116.61,116.95,115.96,116,4062000
BSX,1-7-19,12.35,12.49,12.35,12,8661269
BWA,1-7-19,55.46,56.43,55.33,56,1349303
BXP,1-7-19,102.71,103.83,102.13,103,1127750
CAG,1-7-19,33.4,33.93,33.4,34,3525885
CAH,1-7-19,66.83,67.84,66.76,68,2251552
CAT,1-7-19,88.77,89.23,88.75,89,3516502
CA,1-7-19,33.13,33.49,33.03,33,2074766
CBG,1-7-19,26.29,26.36,26.03,26,2203359
CBOE,1-7-19,51.18,51.39,50.37,51,515229
CBS,1-7-19,63.29,63.84,63.1,63,2258749
CB,1-7-19,101.01,101.36,100.17,100,2214115
CCI,1-7-19,71.46,72.78,71.34,73,3655204
CCL,1-7-19,39.67,39.87,39.235,39,3763560
CDNS,1-7-19,14.28,14.375,14.185,14,2169324
CELG,1-7-19,82.47,83.41,82.165,82,5673376
CERN,1-7-19,54.66,55.39,54.46,55,1565373
CF,1-7-19,45.8,46.15,45.12,46,4197740
CHD,1-7-19,32.89,33.03,32.78,33,1090874
CHK,1-7-19,25.92,26.535,25.86,26,8935397
CHRW,1-7-19,56.64,56.995,56.39,57,1309774
CHTR,1-7-19,135.26,138.25,135.13,138,1026333
CINF,1-7-19,51.02,51.31,50.92,51,530374
CI,1-7-19,86.29,88.555,86.29,88,1469945
CLX,1-7-19,91.54,91.76,90.29,90,1658063
CL,1-7-19,64.49,64.58,64.03,64,2872147
CMA,1-7-19,47.32,47.58,47.02,47,882578
CMCSA,1-7-19,25.67,26.6,25.555,26,37161950
CME,1-7-19,78.55,79.08,77.29,78,1598073
CMG,1-7-19,528.8,535.6999,526.37,533,308930
CMI,1-7-19,138.87,140.25,138.8,140,879535
CMS,1-7-19,26.14,26.34,26.1,26,2307679
CNC,1-7-19,29.315,30.1,29.075,30,753918
CNP,1-7-19,22.88,23.2,22.81,23,2760279
COF,1-7-19,78.31,78.49,77.125,77,5042109
COG,1-7-19,38.4,39.23,38.35,39,4849880
COL,1-7-19,75.75,76.06,75.59,76,891031
COO,1-7-19,120.42,124.51,120.16,124,785352
COP,1-7-19,70.25,70.49,69.96,70,3698490
COST,1-7-19,116.39,116.561,115.38,116,2292582
COTY,1-7-19,15.06,15.34,14.94,15,498721
CPB,1-7-19,42.7,42.99,42.56,43,2032903
CRM,1-7-19,54.43,55.12,54.2901,55,2806599
CSCO,1-7-19,22.26,22.41,22.15,22,37384888
CSX,1-7-19,28.3,28.43,28.2,28,3842830
CTAS,1-7-19,59.11,59.45,58.95,59,565838
CTL,1-7-19,31.76,31.795,31.37,31,5040813
CTSH,1-7-19,49.28,49.75,49.28,50,3064862
CTXS,1-7-19,61.07,61.21,59.64,60,3721817
CVS,1-7-19,69.53,69.75,69.22,70,4524202
CVX,1-7-19,124.42,125.32,123.65,125,4567467
CXO,1-7-19,101.16,103.34,100.89,101,1032644
C,1-7-19,54.59,54.72,53.78,54,28855151
DAL,1-7-19,29.44,29.6599,28.59,29,13042162
DE,1-7-19,90.09,90.8,89.9,90,2293510
DFS,1-7-19,54.68,55.04,54.41,55,3311805
